,text
5284,ضعف الطالب والمطلوب قد يفعل الجاهل بقومه مالايفعل العدو بعدوه يجب اقالة هذا المسوول صاحب الفكرة ومحاسبته حسبنا الله ونعم الوكيل فيهم حسبنا الله ونعم الوكيل فيهم حسبنا الله ونعم الوكيل فيهم اللهم ارنا فيهم يوما اللهم ارنا فيهم عجايب قدرتك
5035,لسنا في حاجة الى من يسب الشهداء والجزاير يتركوا فنهم في بلادهم هولاء لم نسمع حسهم انجاس مثل هولاء الجزاير اكبر منهم برجالها ونسايها بلاد الابطال والاحرار
5121,هذا محمد رمضان شرفاء مصر وتبروو منه لان طبع مع اسراييل وقام باشياء لا يقومون بها اشراف العرب والمسلمين في حين كنا نشتكي ونرفض التطبيع
4753,عند قناعة راسخة ان المراة مخلوق شرير وكل واحدة ودرجتها
2421,خت اتفوو دغول كانيشة مرقدة
1256,عندي كلام بزاف نقولوا لكن احتراما للمشاهدين لن اقول شييا سوى انقطاع القول بكلمة طيط
5290,ليا دخلوا عرفوا هناك تطبيع اسراييلي
1868,غي الشيعة فنانة هي مامبا ماتعرفش تهدر كي الناس اللي يبغي يمد رايه يهدر غاية مشي بتعواج الفم المعايرة ديجا هي شا دخلها في الشيرات لخرين نهار اللي يڨابروها تهدر على روحها تشتكي بيهم الله يسهل عليها ارباني هدرة خسارة فيها
2145,ماكيش متربية شوفي كاش مدرسة تعاودلك التربية والرجال لي راكي تحكي عليهم هومو الاسود نتاع الجزاير بصح ماتحشميش
4617,ربي يسترنا يارب العالمين
5988,عبد الخالق ايوبه اوكي فهمت ثانكيو للمعلومه
4735,باين صوتها العيب ماشي عليها العيب على الناس لي دافع عليها يتبعوا في الموثريين تاع انستغرام اليوتيوب لي اصلا خالصين على كلامهم
771,حياة لايف هيا بهدلتنا واحنا بهدناها
1907,ايتها الفتاة الجرباء كاين زوج حوايج في هاد الدنيا تخاف منهم الجن انتي كي تنحي الماكياج ثانيا بالاك حاسبة روحك زينة علابالك فيك كل الصفات الا الانوثة منعدمة تماما والله الجمال في جهة وانتي في الضفة الاخرى ثالثا الكلب حاشة خاوتي كون ينبح عند عتبة باب دارك تخرجي تجري بيسك دوماج ماصحلكش راجل لي ملحقش للعنقود يقول حامض زيد مع الباسي تاعك الاسود اني حاس بيك والله شوفيلك كاش دبدوب كبير ديباني بيه حتى يفرج ربي يا الفايحة
5791,انا اتعجب في اناس لا يراوون لتاريخ شييا منهم وزيرة الثقافة الايس هولاء من عايروا الجزاير في سنة 2010 لعلمكي يا الوزيرة هل تقبلي شخص جرحكي يوما ان تستقبليه بالورد الحليب التمر من ثم ياخذ الفلوس يسافر لبلده اولا نحن لا نكره مصر ليكن في علم الجميع هو شعب شقيق ولكن ايضا علينا ان يكون لتاريخ قسط لا ازيد في الكلام شكرا
424,تشفاي على كي كونتي وسمك نعنعة الله يرحمك يالهاشمي ڨروابي
3311,لقد ناقشت موضوع مهم جدا ولكن دخلتيه بطايرة نفاثة ومدفع لا يفرق بين الطالح الصالح لم تعرفي كيف تخوضيه بذكاء وحكمة فقد اسات لبلدك وهذه طامة كبرى ثم عممت السب لكل الشباب وهذه اسوا وقد انتشر الموضوع خارج الوطن وهذا يجعلك منبوذة من طرف ابناء البلد الى الابد لان شعب الجزاير لا ولن ينسى من اساء اليه ولقد سمعت حادثة مصر والجزاير
4755,طيح بكلام عيب وعندها حق
5156,لسنا بي حاجة لي هاذو الفنانين خصنا الا الشطيح علاشعميتو على فنانين من الجزاير
5480,الشعب خرج لبرد على عصابة العسكر الشعب يريدها مدنية ماشي عسكرية وانتم يالاه تفكرتو محمد رمضان وهيفاء وهبي عشر سنين وفيقو يالخونة
1173,اخ تفوه لوجه الصحيح
1133,موني كاش خدم تخدمي كوسيرج
2695,سلام وعليكم خوتي هذي شكون الله يحفضكم
446,قناة من اجل ارضاء الجميع وان شاء الله تكون مليية بالتفاول
4064,شفتي
3093,شكون هاذي خاوتي لمن تابعة لاي بلاد
5098,يرحم باباكم ياجزايريين شكون فيكم يسمع هيفاء و لا محمد رمضان جيبولي واحد جزايري يسمعهم نخلو الراي تعنا نسمعو التبهليل الشرقي
4447,ماشي هي
1398,با جماعة مانغطيوش السمس بالغربال انا راني ضدها طبعا لاننا منحبوش لي يقول الصح والله غير ولا الواحد يكره تخرج يماه ولا اختو ولا مرتو وحدها الشعب ما يحشمش حشى لي ما يستاهلش
2861,انت مغيارة حتي من البنات االواتي
5435,قتلهم الجوع جيين ايطلبو من الجزاير
5542,صافي كل يوم حاجة جديدة رايس مجلس امة 90سنة واليوم هيفاء وهبي وسمانة لي فاتات ابو دحداح مزال غير تبون يشطح تجي تسخف
4675,طحين تاعكم تهدر في نساكم زوجاتكم دافع عليها ماينا ماينا
3358,كي راكي تعايري الجزايرين علاش نتي ماشي جزايرية تحية من ااجزاير
2163,بلاك رهي نسات باه تقول حاشا لي مايستهلش ونتوما كبرتو القصة حاشا لي ميستهلش راني قلتها ه
1209,نصيحتي لاي قناة توقفو عن نشر العهر لانه سوف ينقص التفاعل سلام
1607,نطلب من نعناعة تهز هداك الكاش ريدو عندها دايما نفس المشطة
1856,على البعض مش الكل نتا صرات حريقة في طونيل 2صغار عمرهم مايصلش عامين يتحرقو ورجالة يلي صور يلي يهرب وملولاهم يبكي على ولاد خوه معرفوش حتى يكسرو الزجاج وخرجوهم او يطفيو النار وخرجوهم حتى الاطفاء والانبيلنس ما عطولعمش غير ايصورو
3727,عندك الحق يا مونية
1103,تفاعلت مسكينة ه
190,تهدر على الاسلام وهي لابسة الصليب كي الخماجة طحانة
1111,يخي خماج تمشو بالمطرق نتوما فايحا
5039,واش نديرو بهاد الفساق واحد مطبع مع الصهاين واحدة فاسقة تبيع جسدها للجميع بلادنا في محنة مع العصابة للاسف حكومة تخاف متحشم حسبنا الله ونعمة الوكيل فيكم كل الشعب يدعي عليكم الا تخفون يوم الحساب
5905,لا الماسونيين عبدة الشيطان في الجزاير
2274,نعطز يمات ڨاع نسة لي كيما هي
2418,الصح يحرحر يا بوسروال
945,تحلها
3545,ملڨيتي واش ديري تقصفي في الرجل روحي شوفي شغلك يعني تغسلي الماعن وقعدي فدار واحد لا يشوف فيك وتحيا الرجال
3361,متخلطش غاع
2159,صراحة كاينة فية من البنات ماتحبش واحدة اكثر منها في الجمال اذا مصدقتونيش اقراو التعليقات رايحين تلقاو واحدة تقولها مدايرة زوج قناطر مكياج والاخرى على لبسها حسبي الله ونعم الوكيل حنا في موضوع هما في موضوع اخر
